PassengerId,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,CabinNum,TravelingTogether,CabinNumWeighted,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,HomePlanet_nan,CryoSleep_False,CryoSleep_True,CryoSleep_nan,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Destination_nan,VIP_False,VIP_True,VIP_nan,PassengerGroupId_01,PassengerGroupId_02,PassengerGroupId_03,PassengerGroupId_04,PassengerGroupId_05,PassengerGroupId_06,PassengerGroupId_07,PassengerGroupId_08,PassengerGroupId_nan,CabinDeck_A,CabinDeck_B,CabinDeck_C,CabinDeck_D,CabinDeck_E,CabinDeck_F,CabinDeck_G,CabinDeck_T,CabinDeck_nan,CabinSide_P,CabinSide_S,CabinSide_nan
2140_01,-0.7566332785799502,-0.34773635631978517,-0.2884950809351349,0.8963994641677646,-0.27595912386282995,-0.2626981201265033,1,-0.3542827961852643,-0.6486429676662502,-0.3381838470098238,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2141_01,2.614932221130128,-0.34773635631978517,-0.2884950809351349,2.4592473703930797,-0.27595912386282995,-0.2626981201265033,1,-0.9342272577907683,-0.6486429676662502,-0.3021479221030906,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2142_01,0.718426627543209,-0.34773635631978517,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-0.2626981201265033,1,-0.36611839744251945,-0.6486429676662502,-0.3381840633105957,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2143_01,-0.5459104348480703,-0.34773635631978517,0.626214005911084,-0.299727551780996,0.8279600181917648,-0.2626981201265033,0,-0.36414579723297696,-0.014568556252980229,-0.33818402726046703,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2143_02,-1.5292837055968431,-0.34773635631978517,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-0.2626981201265033,0,-0.5101182127391242,-0.014568556252980229,-0.3378297986962792,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2144_01,1.9125227420238615,-0.34773635631978517,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-0.2626981201265033,0,-2.2425867991188745e-16,-0.6486429676662502,6.714859727290311e-17,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2145_01,-0.9673561223118301,-0.34773635631978517,0.3185449341316859,-0.08038047722305709,-0.27595912386282995,-0.2626981201265033,0,-0.3523101959757218,-0.6486429676662502,-0.33818381095969513,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2147_01,-2.495459764539967e-16,1.440104403568624,-0.2884950809351349,-0.21918604784175283,-0.27595912386282995,-0.17278857552269133,1,-0.8849122525522051,-0.6486429676662502,-0.30214702084987416,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2148_01,-1.1078380181330834,0.5555444464510603,-0.14423530869002288,-0.19519496156197827,-0.275064537848199,-0.25670415048624917,0,-0.3621731970234344,-0.6486429676662502,-0.33818399121033843,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2149_01,-0.7566332785799502,-0.34773635631978517,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-0.2626981201265033,1,-1.015103866382012,-0.6486429676662502,-0.3381991683145032,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2150_01,0.6481856796325823,-0.34773635631978517,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-0.2626981201265033,0,-0.5081456125295817,-0.6486429676662502,-0.33782976264615056,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2152_01,1.1398723150069687,2.987694310906584,-0.2884950809351349,-0.299727551780996,0.31357305977896743,-0.2626981201265033,0,-0.35033759576617923,-0.6486429676662502,-0.33818377490956647,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2153_01,-0.5459104348480703,-0.34773635631978517,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-4.867396098570462e-17,0,-0.5061730123200392,-0.6486429676662502,-0.3378297265960219,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2154_01,-0.6863923306693236,-0.22605085957345364,-0.2884950809351349,-0.299727551780996,0.21606318418419368,-0.2626981201265033,0,-0.5042004121104966,-0.6486429676662502,-0.33782969054589324,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2156_01,1.4208361066494752,0.6678695203707509,-0.2725371415274897,-0.299727551780996,0.4835444025588483,-0.26098555737214496,0,-0.3602005968138919,-0.6486429676662502,-0.33818395516020977,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2158_01,-0.5459104348480703,-0.34773635631978517,0.23492533163562537,-0.299727551780996,-0.23570275320443712,-0.2626981201265033,1,-0.3562553963948068,-0.6486429676662502,-0.33818388305995245,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2159_01,-0.7566332785799502,-0.34773635631978517,-0.03189141526020118,3.173839011726365,-0.27595912386282995,-0.2626981201265033,1,-0.3542827961852643,-0.6486429676662502,-0.3381838470098238,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2161_01,0.9993904191857155,-0.34773635631978517,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-0.2626981201265033,1,-0.34441979513755167,-0.6486429676662502,-0.3381836667591805,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2162_01,-0.12446474738431056,-0.34773635631978517,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-0.2626981201265033,1,-0.3523101959757218,-0.014568556252980229,-0.33818381095969513,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2162_02,-2.0209703409712296,-0.34773635631978517,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-0.2626981201265033,1,-0.3523101959757218,-0.014568556252980229,-0.33818381095969513,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2163_01,-0.12446474738431056,-0.34773635631978517,-0.2884950809351349,-0.28944565766109265,0.39050745703722933,-0.24385992982856175,0,-0.5022278119009541,-0.6486429676662502,-0.3378296544957646,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2164_01,-0.5459104348480703,-0.34773635631978517,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-0.2626981201265033,1,-1.066391471830118,-0.6486429676662502,-0.33820010561784825,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2167_01,-0.616151382758697,-0.28845367841772623,-0.14806521414785773,0.5485287131110335,-0.27595912386282995,-4.867396098570462e-17,0,-0.3404745947184666,-0.6486429676662502,-0.33818359465892317,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2168_01,0.43746283590070245,-0.34773635631978517,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-0.2626981201265033,1,-0.3483649955566367,-0.014568556252980229,-0.3381837388594378,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2168_02,-0.616151382758697,-0.017001416445140544,-0.2884950809351349,1.3984986270230468,-0.27595912386282995,-0.2515664622231742,0,-0.3483649955566367,-0.014568556252980229,-0.3381837388594378,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2171_01,-0.33518759111619045,0.25757098646965876,-0.2884950809351349,-0.28773200864110876,0.08992655612122943,-0.2626981201265033,0,-0.3365293942993815,-0.014568556252980229,-0.33818352255866585,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2171_02,0.8589085233644622,-0.34461621537757153,-0.2884950809351349,0.6444930582301317,4.713147079733989,-0.20447098647832032,0,-0.49828261148186903,-0.014568556252980229,-0.33782958239550726,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2172_01,-0.4054285390268171,-0.34773635631978517,0.20556272312555834,-0.299727551780996,-0.27595912386282995,-0.2626981201265033,1,-0.5061730123200392,-0.6486429676662502,-0.3378297265960219,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2173_01,-0.12446474738431056,-0.34773635631978517,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-0.2626981201265033,1,-0.4963100112723265,-0.6486429676662502,-0.3378295463453786,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2175_01,2.053004637845115,-0.34773635631978517,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-0.2626981201265033,1,-0.5042004121104966,-0.6486429676662502,-0.33782969054589324,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2177_01,1.7017998982919817,-0.34773635631978517,-0.2884950809351349,-0.299727551780996,0.0,-0.2626981201265033,1,-0.3325841938802965,-0.6486429676662502,-0.33818345045840853,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2179_01,0.08625809634756933,0.33401443955389265,1.9998734301211765,-0.299727551780996,3.738942909800883,-0.022083053139158874,0,-1.032857268267895,-0.6486429676662502,3.2668130124754735,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2180_01,-0.33518759111619045,-0.3461762858486783,-0.2884950809351349,-0.299727551780996,0.008519228789812802,-0.051196619963250374,0,-0.34639239534709415,-0.6486429676662502,-0.33818370280930915,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2182_01,0.15649904425819594,-0.2759731146488717,0.9466494292165982,-0.299727551780996,0.6141539606949673,0.8110787268561654,0,-1.0644188716205754,-0.6486429676662502,-0.33820006956771964,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2183_01,1.2101132629175952,0.599226419642051,-0.2884950809351349,-0.2294679419616562,0.022832605023908034,-0.04777149445453373,0,-0.34441979513755167,-0.014568556252980229,-0.3381836667591805,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2183_02,-0.616151382758697,1.1156097455784066,-0.25083434393309234,-0.2466044321614952,-0.2652240916872585,-0.2626981201265033,0,-0.34441979513755167,-0.014568556252980229,-0.3381836667591805,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2186_01,-0.616151382758697,-0.34773635631978517,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-0.2626981201265033,0,-0.5002552116914115,-0.6486429676662502,-0.3378296184456359,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2187_01,0.08625809634756933,-0.34773635631978517,-0.13785213292696483,-0.299727551780996,0.7519202069481339,-0.2626981201265033,0,-0.3286389934612114,-0.6486429676662502,-0.3381833783581512,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2188_01,-0.33518759111619045,-0.34773635631978517,-0.01976338131039088,-0.299727551780996,-0.09077981883422287,-0.2087523933642161,0,-0.32666639325166885,-0.6486429676662502,-0.33818334230802255,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2189_01,0.3672218879900758,-0.34773635631978517,-0.2884950809351349,-0.299727551780996,0.28584089332540796,-0.2626981201265033,0,-0.49236481085324146,-0.6486429676662502,-0.3378294742451213,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2190_01,-0.616151382758697,2.3823869681171397,-0.2884950809351349,0.46455991113182243,-0.27595912386282995,-0.19762073546088701,0,-0.3424471949280091,-0.6486429676662502,-0.33818363070905183,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2191_01,1.3505951587388485,-0.34773635631978517,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-0.2626981201265033,1,-0.3404745947184666,-0.6486429676662502,-0.33818359465892317,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2193_01,-0.2649466432055638,-0.34773635631978517,-0.2884950809351349,0.7610211915890368,-0.27595912386282995,-0.202758423723962,0,-0.3246937930421263,-0.6486429676662502,-0.3381833062578939,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2194_01,0.9993904191857155,-0.34773635631978517,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-0.2626981201265033,0,-0.4963100112723265,-0.6486429676662502,-0.3378295463453786,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2195_01,-0.12446474738431056,-0.34773635631978517,-0.10976615956950941,-0.09580331840291217,0.30194344158876507,-0.2584167132406075,1,-0.3227211928325838,-0.6486429676662502,-0.33818327020776523,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2196_01,1.280354210828222,-4.433986962075136e-17,-0.2680689184933491,-0.299727551780996,3.326538757056014,0.9703470630114895,0,-1.0624462714110328,1.2535802665735598,-0.338200033517591,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2196_02,-0.19470569529493717,-0.307174524071008,2.6394676415795937,-0.299727551780996,-0.18471135037047284,-0.2626981201265033,1,-1.0624462714110328,1.2535802665735598,-0.338200033517591,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2196_03,0.5779447317219557,-0.34773635631978517,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-0.2626981201265033,1,-1.0624462714110328,1.2535802665735598,-0.338200033517591,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2196_04,0.9291494712750888,-0.34773635631978517,0.4647196591057153,-0.299727551780996,2.1188476373042286,-0.02037049038480055,0,-1.0624462714110328,1.2535802665735598,-0.338200033517591,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2198_01,2.2637274815769945,-0.34773635631978517,0.12896461396886172,1.2459838642444798,-0.27595912386282995,-0.20447098647832032,1,-0.8829396523426625,-0.6486429676662502,-0.3021469847997455,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2200_01,0.016017148436942703,1.903445333487348,0.4187607936116973,-0.21918604784175283,-0.27595912386282995,-0.2626981201265033,0,-0.31877599241349874,-0.6486429676662502,-0.33818319810750797,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2201_01,0.22673999216882257,-0.34773635631978517,0.9677139092346898,-0.2774501145212054,0.6642507775143006,-4.867396098570462e-17,1,-1.0427202693156075,-0.6486429676662502,0.022301253056651135,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2202_01,1.5613180024707285,2.2591414008997015,-0.2884950809351349,-0.2705955184412698,-0.27595912386282995,-0.2626981201265033,0,-0.3168033922039562,-0.6486429676662502,-0.3381831620573793,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2203_01,0.9993904191857155,2.802045924844873,-0.2884950809351349,0.6599158994099869,-0.27595912386282995,-0.2626981201265033,0,-1.040747669106065,-0.6486429676662502,0.022301289106779795,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2204_01,-0.2649466432055638,-0.34773635631978517,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-0.2626981201265033,1,-1.0131312661724696,-0.6486429676662502,-0.33819913226437454,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2205_01,0.15649904425819594,-0.34773635631978517,-0.2884950809351349,0.02072481495599288,0.2625816569450032,-0.2626981201265033,0,-0.88096705213312,-0.6486429676662502,-0.30214694874961684,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2206_01,-1.1078380181330834,-0.34773635631978517,-0.27955863486685356,1.1688696583452045,-0.27595912386282995,-0.20104586096960367,0,-0.33850199450892404,-0.6486429676662502,-0.3381835586087945,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2207_01,-0.616151382758697,0.5040621209045354,-0.2884950809351349,0.0909844247753327,-0.27595912386282995,-0.2626981201265033,0,-0.49236481085324146,-0.6486429676662502,-0.3378294742451213,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2209_01,0.016017148436942703,1.767719202501055,-0.27572872940901877,-0.299727551780996,-0.2643295056726276,-0.2626981201265033,0,-0.3365293942993815,-0.6486429676662502,-0.33818352255866585,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2210_01,-0.8971151744012035,-0.34773635631978517,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-0.2626981201265033,0,-0.4903922106436989,-0.6486429676662502,-0.3378294381949926,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2211_01,-0.9673561223118301,-0.34773635631978517,1.20963627065459,-0.299727551780996,0.06398356169693183,-0.2626981201265033,1,-0.33455679408983896,-0.6486429676662502,-0.3381834865085372,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2212_01,1.4910770545601018,-0.34773635631978517,-0.2853034930536058,-0.299727551780996,1.665292527886336,-0.2626981201265033,0,-0.3128581917848712,-0.6486429676662502,-0.338183089957122,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2215_01,0.8589085233644622,-0.34773635631978517,18.741666821469835,-0.299727551780996,0.8485354965282768,-0.25756043186342836,1,-1.137405079373649,1.2535802665735598,-0.33816571379510907,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2215_02,0.9993904191857155,-0.34461621537757153,1.134314796650505,-0.24317713412152742,-0.27059160777504426,-0.0931544074450293,1,-1.137405079373649,1.2535802665735598,-0.33816571379510907,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2215_03,0.22673999216882257,-0.34773635631978517,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-0.2626981201265033,1,-1.137405079373649,1.2535802665735598,-0.33816571379510907,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2215_04,0.5077037838113291,-0.34773635631978517,1.7579510687012765,-0.299727551780996,0.3484619143495746,-0.20104586096960367,0,-1.137405079373649,1.2535802665735598,-0.33816571379510907,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2219_01,-0.7566332785799502,-0.34773635631978517,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-0.2626981201265033,1,-2.2425867991188745e-16,-0.6486429676662502,6.714859727290311e-17,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2220_01,1.280354210828222,-0.34773635631978517,-0.2884950809351349,1.208283585804834,-0.27595912386282995,-0.26098555737214496,1,-0.48644701022461384,-0.6486429676662502,-0.3378293660947353,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2221_01,0.016017148436942703,-0.34773635631978517,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-0.2626981201265033,1,-0.4903922106436989,-0.6486429676662502,-0.3378294381949926,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2223_01,-2.495459764539967e-16,-0.34773635631978517,-0.2335997693728356,-0.299727551780996,-0.05052344817583004,0.22538226486561885,0,-0.4844744100150713,-0.6486429676662502,-0.3378293300446067,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2224_01,-1.0375970702224566,-0.34773635631978517,0.09449546484834824,-0.299727551780996,-0.09346357687811573,-0.2626981201265033,1,-0.3325841938802965,-0.6486429676662502,-0.33818345045840853,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2225_01,-0.2649466432055638,-0.34773635631978517,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-0.2626981201265033,0,-0.4884196104341564,-0.6486429676662502,-0.33782940214486396,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2228_01,2.404209377398248,1.4806662358174012,-0.2884950809351349,-0.29801390276101214,0.0,-0.2626981201265033,0,-0.8789944519235775,-0.6486429676662502,-0.3021469126994882,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2229_01,-0.47566948693744365,-0.27285297370665806,-0.07848859833052495,0.012156569856073392,-0.2526998874824252,-0.13083078804091242,0,-0.3286389934612114,-0.6486429676662502,-0.3381833783581512,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2231_01,0.22673999216882257,-0.34461621537757153,-0.022954969191919906,-0.2551726772614147,0.1802797435989556,-0.2626981201265033,0,-0.8770218517140349,-0.6486429676662502,-0.3021468766493595,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2232_01,0.15649904425819594,-0.34773635631978517,-0.27955863486685356,0.8501309406281995,-0.275064537848199,-0.2601292759949658,0,-0.32666639325166885,-0.014568556252980229,-0.33818334230802255,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2232_02,-0.33518759111619045,-0.34773635631978517,0.4902523621579475,-0.299727551780996,-0.15071708181449667,-0.2626981201265033,0,-0.32666639325166885,-0.014568556252980229,-0.33818334230802255,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2233_01,0.718426627543209,-0.33369572207982384,-0.2770053645616304,-0.299727551780996,-0.27416995183356807,0.4891169290368007,0,-0.4825018098055288,-0.6486429676662502,-0.33782929399447803,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2234_01,-0.616151382758697,-0.34773635631978517,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-0.2626981201265033,1,-0.30694039115624355,3.15580350081337,-0.338182981806736,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2234_02,-0.616151382758697,-0.34773635631978517,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-0.2626981201265033,1,-0.30694039115624355,3.15580350081337,-0.338182981806736,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2234_03,-0.6863923306693236,-0.34773635631978517,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-0.2626981201265033,0,-0.9263368569525982,3.15580350081337,-0.30214777790257596,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2234_04,-0.616151382758697,0.5134225437311762,-0.2833885403246884,2.0102713271572985,-0.2714861937896752,-4.867396098570462e-17,0,-0.9263368569525982,3.15580350081337,-0.30214777790257596,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
